Localidad,Provincia,Auto_año,Tipo_de_auto,Marca,Modelo
Lanus,Buenos Aires,1999,Sedan 2 ptas,Fiat,Uno
Pilar,Buenos Aires,1996,Sedan 2 ptas,Fiat,Vivace
Mendoza,Mendoza,2004,Pick up,Ford,F-100
Concepcion del uruguay,Entre Ríos,2004,Pick up,Chevrolet,S10
Cordoba,Córdoba,1996,Sedan 2 ptas,Fiat,Uno
Cosquin,Córdoba,1998,Sedan 2 ptas,Fiat,Uno
Catamarca,Catamarca,1997,Pick-up,Ford,F-100
Concepcion del uruguay,Entre Ríos,2006,Pick up,Chevrolet,S10
Cordoba,Córdoba,1997,Sedan 4 puertas,Fiat,Uno
Cipolletti nº 3 (catriel),Río Negro,2003,Pick up,Chevrolet,S10
Capital federal,Ciudad Autónoma de Bs.As.,1994,Sedan 2 ptas,Fiat,Vivace
Lomas de zamora,Buenos Aires,2005,Pick up,Volkswagen,Saveiro
Cordoba,Córdoba,2000,Pick up,Mitsubishi,L200
Capital federal,Ciudad Autónoma de Bs.As.,1994,Sedan 2 puertas,Fiat,Uno
La matanza,Buenos Aires,1996,Sedan 2 ptas,Fiat,Vivace
Lanus,Buenos Aires,1995,Sedan 2 ptas,Fiat,Vivace
Cordoba,Córdoba,1993,Sedan 2 ptas,Fiat,Uno
Capital federal,Ciudad Autónoma de Bs.As.,1994,Sedan 2 puertas,Fiat,Vivace
Maipu,Mendoza,2001,Pick up,Ford,F-100
Capital federal,Ciudad Autónoma de Bs.As.,1996,Sedan 2 ptas,Fiat,Vivace
General san martin,Mendoza,2006,Pick-up,Chevrolet,S10
Maipú,Mendoza,2000,Pick up,Mitsubishi,L200
Rosario,Santa Fe,1995,Sedan 2 ptas,Fiat,Uno
Neuquen,Neuquén,2005,Pick up,Chevrolet,S10
Moreno,Buenos Aires,2005,Pick up,Mitsubishi,L200
Godoy cruz,Mendoza,1993,Pick up,Nissan,Ual720t3
Canals,Córdoba,2004,Pick up,Ford,F-100
Mendoza,Mendoza,2000,Pick-up,Mitsubishi,L200
Lomas de zamora,Buenos Aires,1994,Sedan 2 puertas,Fiat,Uno
Mendoza,Mendoza,1994,Sedan 2 puertas,Fiat,Uno
Mendoza,Mendoza,2005,Pick up,Chevrolet,S10
Capital federal,Ciudad Autónoma de Bs.As.,2005,Pick up,Mitsubishi,L200
San francisco,Córdoba,2005,Pick up,Chevrolet,S10
Arroyo seco,Santa Fe,2000,Sedan 2 ptas,Fiat,Uno
Cordoba,Córdoba,1990,Sedan 2 ptas,Fiat,Spazio
Cordoba,Córdoba,2000,Sedan 2 ptas,Fiat,Uno
Rosario,Santa Fe,2004,Pick up,Nissan,Frontier
Ezeiza,Buenos Aires,1994,Sedan 2 ptas,Fiat,Uno
Ushuaia,Tierra del Fuego,2002,Pick up,Nissan,Doble
Mendoza,Mendoza,1998,Pick up,Volkswagen,Saveiro
Capital federal,Ciudad Autónoma de Bs.As.,1997,Pick up,Ford,F-100
Moreno,Buenos Aires,1992,Sedan 2 ptas,Fiat,Spazio
Capital federal,Ciudad Autónoma de Bs.As.,1998,Pick up,Ford,F-100
San justo,Santa Fe,1998,Sedan 2 ptas,Fiat,Uno
Tres de febrero,Buenos Aires,2006,Todo terreno,Kia,Sorento
Ituzaingo nº 1 (ex. moron nº 8),Buenos Aires,1998,Todo terreno,Honda,Crv
Avellaneda,Buenos Aires,2001,Todo terreno,Mitsubishi,Montero
Moron,Buenos Aires,2013,Todo terreno,Peugeot,4008
Avellaneda,Buenos Aires,2009,Todo terreno,Ford,Ecosport
Tornquist,Buenos Aires,2008,Todo terreno,Chevrolet,Captiva
San vicente,Buenos Aires,1992,Coupe 2 puertas,Renault,Renault
Escobar,Buenos Aires,2013,Todo terreno,Ford,Kuga
Lomas de zamora,Buenos Aires,1997,Todo terreno,Jeep,Grand
Lomas de zamora,Buenos Aires,1999,Todo terreno,Chevrolet,Blazer
Chascomus,Buenos Aires,2006,Todo terreno,Mitsubishi,Outlander
La matanza,Buenos Aires,2014,Todo terreno,Chevrolet,Captiva
San fernando,Buenos Aires,1996,Todo terreno,Chevrolet,Blazer
Lomas de zamora,Buenos Aires,2009,Todo terreno,Bmw,X3
Merlo,Buenos Aires,2016,Todo terreno,Chevrolet,Chevrolet
Lomas de zamora,Buenos Aires,2016,Todo terreno,Chevrolet,Captiva
Adrogue,Buenos Aires,2000,Todo terreno,Isuzu,Rodeo
Esteban echeverria,Buenos Aires,2003,Todo terreno,Jeep,Grand
Berazategui,Buenos Aires,2011,Todo terreno,Renault,Koleos
La matanza,Buenos Aires,2010,Todo terreno,Audi,Q5
Mar del plata,Buenos Aires,2016,Todo terreno,Renault,Duster
La matanza,Buenos Aires,1998,Todo terreno,Galloper,Turbo
Reconquista,Santa Fe,2012,Todo terreno,Ford,Kuga
Mar del plata,Buenos Aires,2010,Todo terreno,Chevrolet,Captiva
Capital federal,Ciudad Autónoma de Bs.As.,2013,Todo terreno,Jeep,Grand
Mendoza,Mendoza,2013,Todo terreno,Renault,Duster
Capital federal,Ciudad Autónoma de Bs.As.,1997,Todo terreno,Toyota,Hilux
Capital federal,Ciudad Autónoma de Bs.As.,2012,Todo terreno,Land rover,Range
Capital federal,Ciudad Autónoma de Bs.As.,2004,Todo terreno,Land rover,Freelander
Capital federal,Ciudad Autónoma de Bs.As.,2008,Todo terreno,Bmw,X5
Capital federal,Ciudad Autónoma de Bs.As.,2011,Todo terreno,Hyundai,Tucson
Alta gracia,Córdoba,2008,Todo terreno,Toyota,Land
Capital federal,Ciudad Autónoma de Bs.As.,2012,Todo terreno,Hyundai,Santa
Capital federal,Ciudad Autónoma de Bs.As.,2014,Todo terreno,Ford,Kuga
Mendoza,Mendoza,1998,Todo terreno,Mitsubishi,Montero
Cordoba,Córdoba,2016,Todo terreno,Jeep,Renegade
Las rosas,Santa Fe,2016,Todo terreno,Chevrolet,Captiva
La quiaca,Jujuy,1997,Pick up,Ford,F-100
Mar del plata,Buenos Aires,1999,Sedan 5 ptas,Volkswagen,Gol
La matanza,Buenos Aires,2008,Sedan 5 puertas,Volkswagen,Fox
La matanza,Buenos Aires,1998,Sedan 5 ptas,Chevrolet,Corsa
Florencio varela,Buenos Aires,2001,Sedan 5 ptas,Fiat,Palio
La matanza,Buenos Aires,2012,Sedan 5 puertas,Chevrolet,Celta
Moreno,Buenos Aires,2009,Sedan 5 puertas,Fiat,Idea
San martin,Buenos Aires,2017,Sedan 5 puertas,Volkswagen,Gol
La matanza,Buenos Aires,2014,Sedan 5 puertas,Citroen,C3
La matanza,Buenos Aires,2005,Sedan 5 ptas,Volkswagen,Gol
Quilmes,Buenos Aires,2012,Sedan 5 ptas,Renault,Sandero
La matanza,Buenos Aires,2018,Sedan 5 puertas,Volkswagen,Gol
San martin,Buenos Aires,2013,Sedan 5 puertas,Renault,Sandero
Moreno,Buenos Aires,2018,Sedan 5 puertas,Peugeot,208
Mar del plata,Buenos Aires,2013,Sedan 5 ptas,Volkswagen,Gol
Florencio varela,Buenos Aires,2006,Sedan 5 ptas,Chevrolet,Astra
Merlo,Buenos Aires,2010,Sedan 5 puertas,Volkswagen,Gol
Florencio varela,Buenos Aires,2009,Sedan 5 ptas,Bmw,116i
La matanza,Buenos Aires,2012,Sedan 5 ptas,Volkswagen,Fox
Esteban echeverria,Buenos Aires,2008,Sedan 5 ptas,Fiat,Punto
San martin,Buenos Aires,2017,Sedan 5 puertas,Ford,Ka
Marcos paz,Buenos Aires,2018,Sedan 5 puertas,Peugeot,208
La matanza,Buenos Aires,2013,Sedan 5 puertas,Fiat,Qubo
La matanza,Buenos Aires,2012,Sedan 5 puertas,Volkswagen,Fox
Mar del plata,Buenos Aires,2007,Sedan 5 ptas,Citroen,C3
La matanza,Buenos Aires,2018,Sedan 5 puertas,Volkswagen,Golf
Moreno,Buenos Aires,2019,Sedan 5 puertas,Fiat,Argo
La matanza,Buenos Aires,2016,Sedan 5 puertas,Volkswagen,High
La matanza,Buenos Aires,2006,Sedan 5 puertas,Honda,Fit
La matanza,Buenos Aires,2001,Sedan 5 puertas,Peugeot,307
Moron,Buenos Aires,2018,Sedan 5 puertas,Chevrolet,Onix
Avellaneda,Buenos Aires,2010,Sedan 5 puertas,Renault,Sandero
La matanza,Buenos Aires,2009,Sedan 5 ptas,Citroen,C3
Esteban echeverria,Buenos Aires,2014,Sedan 5 puertas,Peugeot,208
Lanus,Buenos Aires,2009,Sedan 5 ptas,Chevrolet,Astra
Esteban echeverria,Buenos Aires,2007,Sedan 5 ptas,Volkswagen,Gol
Marcos paz,Buenos Aires,2012,Sedan 5 ptas,Peugeot,308
La matanza,Buenos Aires,2016,Sedan 5 puertas,Fiat,Mobi
La matanza,Buenos Aires,2012,Sedan 5 ptas,Chevrolet,Cruze
Lanus,Buenos Aires,2014,Sedan 5 puertas,Citroen,Nuevo
La matanza,Buenos Aires,2011,Sedan 5 ptas,Volkswagen,Gol
Quilmes,Buenos Aires,2009,Sedan 5 ptas,Honda,Fit
La matanza,Buenos Aires,2018,Sedan 5 puertas,Ford,Fiesta
La matanza,Buenos Aires,2009,Sedan 5 ptas,Chevrolet,Meriva
Mar del plata,Buenos Aires,2006,Sedan 5 ptas,Chevrolet,Meriva
San martin,Buenos Aires,2009,Sedan 5 ptas,Renault,Sandero
Quilmes,Buenos Aires,2018,Sedan 5 puertas,Citroen,C3
Lanus,Buenos Aires,2011,Sedan 5 ptas,Volkswagen,Gol
San isidro,Buenos Aires,1995,Sedan 5 puertas,Volkswagen,Golf
Ituzaingo nº 1 (ex. moron nº 8),Buenos Aires,2019,Sedan 5 puertas,Chevrolet,Onix
Ituzaingo nº 1 (ex. moron nº 8),Buenos Aires,2022,Sedan 5 puertas,Toyota,Etios
Ituzaingo nº 1 (ex. moron nº 8),Buenos Aires,2012,Sedan 5 puertas,Chevrolet,Celta
Adrogue,Buenos Aires,2017,Sedan 5 puertas,Peugeot,208
Ituzaingo nº 1 (ex. moron nº 8),Buenos Aires,2007,Sedan 5 puertas,Fiat,Palio
Ituzaingo nº 1 (ex. moron nº 8),Buenos Aires,1998,Sedan 5 ptas,Volkswagen,Gol
Ituzaingo nº 1 (ex. moron nº 8),Buenos Aires,2003,Sedan 5 ptas,Volkswagen,Gol
Ituzaingo nº 1 (ex. moron nº 8),Buenos Aires,2017,Sedan 5 puertas,Chevrolet,Onix
Esteban echeverria,Buenos Aires,2021,Sedan 5 puertas,Volkswagen,Gol
Quilmes,Buenos Aires,2015,Sedan 5 puertas,Ford,Fiesta
Ituzaingo nº 1 (ex. moron nº 8),Buenos Aires,2004,Sedan 5 puertas,Ford,Fiesta
Quilmes,Buenos Aires,2008,Sedan 5 ptas,Fiat,Punto
Pinamar,Buenos Aires,2014,Sedan 5 puertas,Ford,Fiesta
Quilmes,Buenos Aires,2012,Sedan 5 ptas,Volkswagen,Fox
San miguel,Buenos Aires,2002,Sedan 5 ptas,Citroen,Xsara
Quilmes,Buenos Aires,2010,Sedan 5 ptas,Ford,Fiesta
San miguel,Buenos Aires,2002,Sedan 5 ptas,Volkswagen,Golf
Quilmes,Buenos Aires,1997,Sedan 5 puertas,Ford,Fiesta
Moron,Buenos Aires,2004,Sedan 5 ptas,Volkswagen,Gol
San miguel,Buenos Aires,2016,Sedan 5 puertas,Citroen,C3
La matanza,Buenos Aires,2015,Sedan 5 puertas,Toyota,Etios
San miguel,Buenos Aires,2008,Sedan 5 ptas,Chevrolet,Zafira
Quilmes,Buenos Aires,2016,Sedan 5 puertas,Volkswagen,Golf
Quilmes,Buenos Aires,2008,Sedan 5 ptas,Chevrolet,Meriva
Adrogue,Buenos Aires,2017,Sedan 5 puertas,Volkswagen,Gol
Lanus,Buenos Aires,2018,Sedan 5 puertas,Volkswagen,Gol
San martin,Buenos Aires,2005,Sedan 5 ptas,Chevrolet,Astra
Lomas de zamora,Buenos Aires,1999,Sedan 5 puertas,Volkswagen,Gol
Lomas de zamora,Buenos Aires,1996,Sedan 5 puertas,Volkswagen,Golf
Pilar,Buenos Aires,2010,Sedan 5 ptas,Fiat,Punto
Mar del plata,Buenos Aires,2016,Sedan 5 puertas,Volkswagen,High
Pilar,Buenos Aires,2008,Sedan 5 ptas,Chevrolet,Meriva
Lanus,Buenos Aires,2006,Sedan 5 ptas,Volkswagen,Gol
Lanus,Buenos Aires,2018,Sedan 5 puertas,Peugeot,208
Lanus,Buenos Aires,2018,Sedan 5 puertas,Volkswagen,Gol
Olivos,Buenos Aires,2021,Sedan 5 puertas,Toyota,Etios
Mar del plata,Buenos Aires,1996,Sedan 5 puertas,Renault,Clio
Adrogue,Buenos Aires,2016,Sedan 5 puertas,Chevrolet,Spin
Lanus,Buenos Aires,2010,Sedan 5 ptas,Renault,Sandero
Marcos paz,Buenos Aires,2016,Sedan 5 puertas,Chevrolet,Onix
La plata,Buenos Aires,2007,Sedan 5 ptas,Honda,Fit
Moron nº 04 (ex. moron nº 9),Buenos Aires,2011,Sedan 5 ptas,Volkswagen,Gol
Moron nº 04 (ex. moron nº 9),Buenos Aires,2013,Sedan 5 puertas,Fiat,Uno
La plata,Buenos Aires,2004,Sedan 5 ptas,Chevrolet,Meriva
La plata,Buenos Aires,2008,Sedan 5 ptas,Chevrolet,Astra
Lanus,Buenos Aires,2011,Sedan 5 ptas,Volkswagen,Crossfox
San miguel,Buenos Aires,2016,Sedan 5 puertas,Citroen,C3
Pilar,Buenos Aires,2008,Sedan 5 ptas,Volkswagen,Gol
Moron nº 04 (ex. moron nº 9),Buenos Aires,2022,Sedan 5 puertas,Volkswagen,Gol
Quilmes,Buenos Aires,2006,Sedan 5 ptas,Fiat,Palio
Quilmes,Buenos Aires,2005,Sedan 5 ptas,Chevrolet,Meriva
Quilmes,Buenos Aires,2017,Sedan 5 puertas,Ford,Ka
Lomas de zamora,Buenos Aires,2019,Sedan 5 puertas,Volkswagen,Polo
Lomas de zamora,Buenos Aires,2006,Sedan 5 ptas,Citroen,C3
Jose c. paz,Buenos Aires,1997,Sedan 5 puertas,Volkswagen,Golf
Jose c. paz,Buenos Aires,2009,Sedan 5 ptas,Chevrolet,Astra
Moron,Buenos Aires,2008,Sedan 5 ptas,Fiat,Uno
Jose c. paz,Buenos Aires,2012,Sedan 5 ptas,Fiat,Idea
Jose c. paz,Buenos Aires,1998,Sedan 5 ptas,Volkswagen,Golf
Quilmes nº 5 (ex 9),Buenos Aires,2007,Sedan 5 ptas,Chevrolet,Meriva
Quilmes,Buenos Aires,2012,Sedan 5 puertas,Fiat,Idea
Quilmes,Buenos Aires,2005,Sedan 5 puertas,Volkswagen,Gol
Tigre,Buenos Aires,2021,Sedan 5 puertas,Volkswagen,Polo
Moreno,Buenos Aires,1997,Sedan 5 puertas,Fiat,Tipo
Lomas de zamora,Buenos Aires,2017,Sedan 5 puertas,Chevrolet,Spin
Moron,Buenos Aires,2008,Sedan 5 ptas,Fiat,Punto
Moreno,Buenos Aires,2018,Sedan 5 puertas,Chevrolet,Onix
Jose c. paz,Buenos Aires,2015,Sedan 5 puertas,Renault,Nuevo
Lomas de zamora,Buenos Aires,2010,Sedan 5 ptas,Volkswagen,Fox
Tres de febrero,Buenos Aires,2019,Sedan 5 puertas,Renault,Kwid
Lomas de zamora,Buenos Aires,2018,Sedan 5 puertas,Chevrolet,Onix
Lomas de zamora,Buenos Aires,2011,Sedan 5 ptas,Ford,Fiesta
Moreno,Buenos Aires,1999,Sedan 5 puertas,Rover,214
Tres de febrero,Buenos Aires,2018,Sedan 5 puertas,Volkswagen,Polo
Lomas de zamora,Buenos Aires,2014,Sedan 5 puertas,Ford,Fiesta
Lomas de zamora,Buenos Aires,2007,Sedan 5 puertas,Citroen,C3
Lomas de zamora,Buenos Aires,2009,Sedan 5 ptas,Volkswagen,Gol
La plata,Buenos Aires,2013,Sedan 5 puertas,Citroen,Nuevo
Olivos,Buenos Aires,2012,Sedan 5 ptas,Volkswagen,Fox
Olivos,Buenos Aires,2009,Sedan 5 ptas,Ford,Fiesta
Lomas de zamora,Buenos Aires,2003,Sedan 5 ptas,Peugeot,307
La matanza,Buenos Aires,2020,Sedan 5 puertas,Ford,Ka
Ituzaingó nº 2 (ex. morón nº 11),Buenos Aires,2016,Sedan 5 puertas,Volkswagen,Golf
Ituzaingó nº 2 (ex. morón nº 11),Buenos Aires,1994,Sedan 5 puertas,Chevrolet,Corsa
Moron,Buenos Aires,2007,Sedan 5 puertas,Volkswagen,Gol
Ituzaingó nº 2 (ex. morón nº 11),Buenos Aires,2016,Sedan 5 puertas,Volkswagen,Gol
Moron,Buenos Aires,2010,Sedan 5 ptas,Chrysler,Pt
Ituzaingó nº 2 (ex. morón nº 11),Buenos Aires,2018,Sedan 5 puertas,Volkswagen,Fox
Pilar,Buenos Aires,1998,Sedan 5 ptas,Chevrolet,Corsa
General rodriguez,Buenos Aires,2012,Sedan 5 puertas,Volkswagen,Gol
General rodriguez,Buenos Aires,1999,Sedan 5 ptas,Peugeot,205
La plata,Buenos Aires,2000,Sedan 5 ptas,Mercedes benz,A160
La matanza,Buenos Aires,2018,Sedan 5 puertas,Volkswagen,Move
La matanza,Buenos Aires,2008,Sedan 5 ptas,Volkswagen,Gol
Jose c. paz,Buenos Aires,2007,Sedan 5 ptas,Volkswagen,Gol
Lanus,Buenos Aires,2017,Sedan 5 puertas,Volkswagen,Golf
Jose c. paz,Buenos Aires,2012,Sedan 5 puertas,Chevrolet,Celta
La matanza,Buenos Aires,2006,Sedan 5 ptas,Volkswagen,Fox
La matanza,Buenos Aires,2017,Sedan 5 puertas,Volkswagen,Gol
La matanza,Buenos Aires,2013,Sedan 5 puertas,Renault,Sandero
Berazategui,Buenos Aires,1998,Sedan 5 ptas,Volkswagen,Golf
La matanza,Buenos Aires,1996,Sedan 5 puertas,Volkswagen,Golf
Berazategui,Buenos Aires,2007,Sedan 5 ptas,Citroen,C3
La matanza,Buenos Aires,2011,Sedan 5 puertas,Ford,Fiesta
Mar del plata,Buenos Aires,2005,Sedan 5 ptas,Citroen,Xsara
Mar del plata,Buenos Aires,2007,Sedan 5 ptas,Ford,Fiesta
Jose c. paz,Buenos Aires,2009,Sedan 5 puertas,Chevrolet,Astra
San isidro,Buenos Aires,2013,Sedan 5 puertas,Renault,Sandero
Adrogue,Buenos Aires,2005,Sedan 5 ptas,Chevrolet,Meriva
La matanza,Buenos Aires,2014,Sedan 5 puertas,Nissan,March
Moron,Buenos Aires,2019,Sedan 5 puertas,Volkswagen,Gol
Adrogue,Buenos Aires,2013,Sedan 5 puertas,General motors argentina s. r.  l.,Spin
San vicente,Buenos Aires,2014,Sedan 5 puertas,Ford,Fiesta
Escobar,Buenos Aires,1997,Sedan 5 ptas,Volkswagen,Golf
San vicente,Buenos Aires,2014,Sedan 5 puertas,Peugeot,208
La plata,Buenos Aires,2008,Sedan 5 ptas,Fiat,Uno
San vicente,Buenos Aires,2017,Sedan 5 puertas,Volkswagen,Gol
San vicente,Buenos Aires,2005,Sedan 5 ptas,Citroen,C3
La plata,Buenos Aires,2019,Sedan 5 puertas,Nissan,Note
La plata,Buenos Aires,1999,Sedan 5 puertas,Ford,Fiesta
Cañuelas,Buenos Aires,2007,Sedan 5 puertas,Audi,A3
La matanza,Buenos Aires,2001,Sedan 5 ptas,Fiat,Palio
La matanza,Buenos Aires,2021,Sedan 5 puertas,Volkswagen,Gol
Escobar,Buenos Aires,2004,Sedan 5 puertas,Citroen,Xsara
Moron,Buenos Aires,2014,Sedan 5 puertas,Peugeot,208
Escobar,Buenos Aires,2003,Sedan 5 puertas,Chevrolet,Meriva
Quilmes,Buenos Aires,2000,Sedan 5 ptas,Renault,Clio
La matanza,Buenos Aires,2012,Sedan 5 ptas,Renault,Sandero
Pilar,Buenos Aires,2004,Sedan 5 ptas,Renault,Megane
La matanza,Buenos Aires,2013,Sedan 5 puertas,Ford,Fiesta
La matanza,Buenos Aires,2017,Sedan 5 puertas,Volkswagen,Move
Moron,Buenos Aires,2022,Sedan 5 puertas,Toyota,Etios
Tres de febrero,Buenos Aires,2016,Sedan 5 puertas,Ford,Ka
La matanza,Buenos Aires,2014,Sedan 5 puertas,Fiat,Qubo
La matanza,Buenos Aires,2013,Sedan 5 ptas,Volkswagen,Gol
La matanza,Buenos Aires,2006,Sedan 5 ptas,Renault,Megane
Tres de febrero,Buenos Aires,2012,Sedan 5 puertas,Chevrolet,Sonic
Tres de febrero,Buenos Aires,2018,Sedan 5 puertas,Volkswagen,Gol
Moreno,Buenos Aires,2001,Sedan 5 puertas,Citroen,Xsara
La matanza,Buenos Aires,2007,Sedan 5 ptas,Ford,Fiesta
La matanza,Buenos Aires,2014,Sedan 5 puertas,Volkswagen,Gol
Campana,Buenos Aires,1999,Sedan 5 ptas,Volkswagen,Golf
La matanza,Buenos Aires,2018,Sedan 5 puertas,Volkswagen,High
Adrogue,Buenos Aires,2004,Sedan 5 puertas,Chevrolet,Meriva
La matanza,Buenos Aires,2019,Sedan 5 puertas,Volkswagen,Polo
Lomas de zamora,Buenos Aires,2010,Sedan 5 ptas,Nissan,Tiida
La matanza,Buenos Aires,2012,Sedan 5 ptas,Citroen,C3
La matanza,Buenos Aires,2016,Sedan 5 puertas,Renault,Nuevo
Merlo,Buenos Aires,2007,Sedan 5 ptas,Fiat,Uno
La matanza,Buenos Aires,2016,Sedan 5 puertas,Renault,Nuevo
Adrogue,Buenos Aires,2011,Sedan 5 puertas,Ford,Fiesta
Merlo,Buenos Aires,2018,Sedan 5 puertas,Peugeot,208
Escobar,Buenos Aires,2018,Sedan 5 puertas,Fiat,Mobi
La matanza,Buenos Aires,2017,Sedan 5 puertas,Toyota,Etios
Lomas de zamora,Buenos Aires,2018,Sedan 5 puertas,Ford,Ka
Lanus,Buenos Aires,2007,Sedan 5 ptas,Fiat,Idea
Lanus,Buenos Aires,2004,Sedan 5 puertas,Volkswagen,Golf
Hurlingham nº 2 (ex. moron nº 10),Buenos Aires,2001,Sedan 5 ptas,Mercedes benz,A160
Lomas de zamora,Buenos Aires,2006,Sedan 5 puertas,Chevrolet,Zafira
Lanus,Buenos Aires,2021,Sedan 5 puertas,Toyota,Etios
Tres de febrero,Buenos Aires,2015,Sedan 5 puertas,Ford,Fiesta
Tres de febrero,Buenos Aires,2008,Sedan 5 ptas,Fiat,Palio
Tres de febrero,Buenos Aires,2004,Sedan 5 ptas,Volkswagen,Gol
Tres de febrero,Buenos Aires,2010,Sedan 5 ptas,Chevrolet,Meriva
Tres de febrero,Buenos Aires,2007,Sedan 5 ptas,Volkswagen,Fox
Tres de febrero,Buenos Aires,2010,Sedan 5 ptas,Renault,Sandero
San vicente,Buenos Aires,2012,Sedan 5 ptas,Renault,Sandero
La matanza,Buenos Aires,2017,Sedan 5 puertas,Fiat,Palio
La matanza,Buenos Aires,2020,Sedan 5 puertas,Toyota,Etios
La matanza,Buenos Aires,2009,Sedan 5 ptas,Volkswagen,Gol
La matanza,Buenos Aires,2014,Sedan 5 puertas,Ford,Fiesta
La matanza,Buenos Aires,2012,Sedan 5 ptas,Chevrolet,Meriva
La matanza,Buenos Aires,2013,Sedan 5 puertas,Citroen,Nuevo
Olivos,Buenos Aires,2013,Sedan 5 puertas,Ford,Fiesta
Tres de febrero,Buenos Aires,2013,Sedan 5 puertas,Fiat,Punto
Tres de febrero,Buenos Aires,2012,Sedan 5 ptas,Ford,Fiesta
San martin,Buenos Aires,2011,Sedan 5 ptas,Volkswagen,Gol
La matanza,Buenos Aires,2014,Sedan 5 puertas,Peugeot,208
La matanza,Buenos Aires,2013,Sedan 5 puertas,Citroen,Ds4
La matanza,Buenos Aires,2006,Sedan 5 ptas,Suzuki,Fun
La matanza,Buenos Aires,2013,Sedan 5 ptas,Volkswagen,Golf
La matanza,Buenos Aires,2015,Sedan 5 puertas,Volkswagen,Golf
La matanza,Buenos Aires,2012,Sedan 5 ptas,Volkswagen,Gol
La matanza,Buenos Aires,1998,Sedan 5 ptas,Alfa romeo,146
La matanza,Buenos Aires,2016,Sedan 5 puertas,Peugeot,208
La matanza,Buenos Aires,2013,Sedan 5 puertas,Fiat,Punto
La matanza,Buenos Aires,2017,Sedan 5 puertas,Fiat,Mobi
Tigre,Buenos Aires,2013,Sedan 5 puertas,Fiat,Punto
Lomas de zamora,Buenos Aires,2010,Sedan 5 puertas,Renault,Sandero
La matanza,Buenos Aires,2020,Sedan 5 puertas,Volkswagen,Gol
Lomas de zamora,Buenos Aires,2008,Sedan 5 ptas,Citroen,C3
La matanza,Buenos Aires,1999,Sedan 5 ptas,Volkswagen,Golf
La matanza,Buenos Aires,2016,Sedan 5 puertas,Peugeot,208
Balcarce,Buenos Aires,2005,Sedan 5 puertas,Citroen,C3
Lomas de zamora,Buenos Aires,2011,Sedan 5 puertas,Volkswagen,Crossfox
La matanza,Buenos Aires,2008,Sedan 5 ptas,Volkswagen,Gol
La matanza,Buenos Aires,2013,Sedan 5 puertas,Fiat,Uno
Avellaneda,Buenos Aires,2016,Sedan 5 puertas,Peugeot,208
Avellaneda,Buenos Aires,2004,Sedan 5 ptas,Chevrolet,Meriva
Avellaneda,Buenos Aires,1998,Sedan 5 ptas,Volkswagen,Gol
Florencio varela,Buenos Aires,2013,Sedan 5 puertas,Renault,Sandero
Moron,Buenos Aires,1998,Sedan 5 ptas,Alfa romeo,146
La matanza,Buenos Aires,2014,Sedan 5 puertas,Volkswagen,Move
Moron,Buenos Aires,2017,Sedan 5 puertas,Volkswagen,Gol
Moron,Buenos Aires,1998,Sedan 5 puertas,Chevrolet,Corsa
La matanza,Buenos Aires,2011,Sedan 5 ptas,Ford,Fiesta
Moron,Buenos Aires,2012,Sedan 5 ptas,Fiat,Uno
Moron,Buenos Aires,2010,Sedan 5 ptas,Fiat,Punto
Zarate,Buenos Aires,2006,Sedan 5 ptas,Volkswagen,Fox
Adrogue,Buenos Aires,2018,Sedan 5 puertas,Renault,Kwid
Esteban echeverria,Buenos Aires,2017,Sedan 5 puertas,Chevrolet,Onix
La matanza,Buenos Aires,2013,Sedan 5 puertas,Volkswagen,Fox
Florencio varela,Buenos Aires,2012,Sedan 5 ptas,Volkswagen,Gol
Esteban echeverria,Buenos Aires,2009,Sedan 5 ptas,Renault,Sandero
La matanza,Buenos Aires,2012,Sedan 5 ptas,Chevrolet,Celta
Lanus,Buenos Aires,2016,Sedan 5 puertas,Chevrolet,Onix
La plata,Buenos Aires,2016,Sedan 5 puertas,Volkswagen,Gol
San miguel,Buenos Aires,2007,Sedan 5 ptas,Fiat,Uno
Esteban echeverria,Buenos Aires,2013,Sedan 5 puertas,Ford,Fiesta
La plata,Buenos Aires,2014,Sedan 5 puertas,Fiat,Palio
Moreno,Buenos Aires,2000,Sedan 5 ptas,Ford,Fiesta
Adrogue,Buenos Aires,2014,Sedan 5 puertas,Volkswagen,Gol
Adrogue,Buenos Aires,2004,Sedan 5 ptas,Volkswaguen,Gol
La matanza,Buenos Aires,2005,Sedan 5 ptas,Chevrolet,Meriva
La matanza,Buenos Aires,1998,Sedan 5 ptas,Volkswagen,Golf
Esteban echeverria,Buenos Aires,2017,Sedan 5 puertas,Renault,Nuevo
Avellaneda,Buenos Aires,2003,Sedan 5 puertas,Citroen,Xsara
Olivos,Buenos Aires,2008,Sedan 5 ptas,Chrysler,Pt
Tres de febrero,Buenos Aires,2020,Sedan 5 puertas,Chevrolet,Onix
Tres de febrero,Buenos Aires,1995,Sedan 5 puertas,Ford,Fiesta
Tres de febrero,Buenos Aires,2018,Sedan 5 puertas,Toyota,Etios
San martin,Buenos Aires,1996,Sedan 5 puertas,Ford,Fiesta
Adrogue,Buenos Aires,2012,Sedan 5 ptas,Chevrolet,Sonic
Moron,Buenos Aires,2021,Sedan 5 puertas,Volkswagen,Nivus
Moron,Buenos Aires,2009,Sedan 5 ptas,Fiat,Uno
